sku,ean,descricao,criado_em,atualizado_em
AL6324,7908713206715,KIT 2 RAQUETE TENIS DE MESA PING PONG PROFISSIONAL LISA REDE - CÓD: AL6324 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6325,7908713206746,ESTEIRA MECANICA DOBRAVEL PARA EXERCICIOS - TAMANHO CM:130X50X120 - CÓD: AL6325 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6327-E,7908713211665,TOALHA DE BANHO ATOALHADA FORRADA COM CAPUZ - AL6327-E - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6327-F,7898732442914,TOALHA DE BANHO ATOALHADA FORRADA COM CAPUZ - AL6327-F - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6329,7908713206760,RELOGIO DESPERTADOR DE MESA DIGITAL - COR: PRETO - CÓD: AL6329 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6330,7908713202380,LUMINARIA LED DE MESA POR DO SOL - CÓD: AL6330 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6331,7908713206791,LUMINARIA LED DE MESA POR DO SOL - CÓD: AL6331 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6332-BL,7908713208986,APONTADOR LÁPIS AUTOMATICO - TAMANHO CM:75X7X7 - COR: AZUL - CÓD: AL6332-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6332-PK,7908713202410,APONTADOR LÁPIS AUTOMATICO - TAMANHO CM:75X7X7 - COR: ROSA - CÓD: AL6332 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6334,7908713202441,KIT BORRACHA ELÉTRICA E REFIL - CÓD: AL6334 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6335-BL,7908713202465,MARMITA FITNESS LUNCH BOX 900ML 3 DIVISÓRIAS - COR: AZUL - CÓD: AL6335-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6335-G,7908713202496,MARMITA FITNESS LUNCH BOX 900ML 3 DIVISÓRIAS - COR: VERDE - CÓD: AL6335-G - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6335-PK,7908713202502,MARMITA FITNESS LUNCH BOX 900ML 3 DIVISÓRIAS - COR: ROSA - CÓD: AL6335-PK - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6335-W,7908713202533,MARMITA FITNESS LUNCH BOX 900ML 3 DIVISÓRIAS - COR: BRANCO - CÓD: AL6335-W - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6337-1,7908713207422,APARELHO DE MASSAGEM PARA OS PES 110V - COR: LARANJA E BRANCO - CÓD: AL6337-1 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6337-2,7908713207408,APARELHO DE MASSAGEM PARA OS PES 220V - COR: LARANJA E BRANCO - CÓD: AL6337-1 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6338-B,7908713202540,BOLSA SACOLA TÉRMICA LANCHEIRA MARMITA - COR: PRETO - CÓD: AL6338-B - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6338-BL,7908713207392,BOLSA SACOLA TÉRMICA LANCHEIRA MARMITA - COR: AZUL - CÓD: AL6338-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6338-GR,7908713202588,BOLSA SACOLA TÉRMICA LANCHEIRA MARMITA - COR: CINZA - CÓD: AL6338-GR - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6338-PK,7908713202601,BOLSA SACOLA TÉRMICA LANCHEIRA MARMITA - COR: ROSA - CÓD: AL6338-PK - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6338-R,7908713202625,BOLSA SACOLA TÉRMICA LANCHEIRA MARMITA - COR: VERMELHO - CÓD: AL6338-R - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6339-B,7908713210118,CAMELBACK TERMICA P/ CICLISTAS MOCHILA DE HIDRATACAO TRILHA - COD.: AL6339-B - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6339-BL,7908713208979,CAMELBACK MOCHILA DE HIDRATAÇÃO TRILHA - COR: AZUL - CÓD: AL6339-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6339-O,7908713209488,CAMELBACK TÉRMICA P/ CICLISTAS MOCHILA DE HIDRATAÇÃO - CÓD.: AL6339-O - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6339-R,7908713211955,CAMELBACK TÉRMICA P/ CICLISTAS MOCHILA DE HIDRATAÇÃO - CÓD.: AL6339-R - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6340,7908713206821,CONJUNTO SOQUETE UNIVERSAL COM CATRACA - CÓD: AL6340 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6344,7908713202656,KIT COM 210 PECAS DE ENGATE RAPIDO GIRADOR PARA PESCA - CÓD: AL6344 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6345,7908713202663,KIT 5 MINI ISCA ARTIFICIAL CRANKBAIT MEIA AGUA - CÓD: AL6345 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6346,7908713210125,KIT COM 6 ISCAS ARTIFICIAIS DE SUPERFÍCIE - TAMANHO: 10CM - CÓD.: AL6346 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6350,7908713208962,KIT 5 ISCA ARTIFICIAL LAMBARI P/ TUCUNARÉ DOURADO TRAIRA 10CM - COD: AL6350 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6352-B,7908713208955,PASTILHA ADESIVA 3D DECORATIVA LAVÁVEL - COR: PRETO - CÓD: AL6352-B - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6352-GY,7908713207385,PASTILHA ADESIVA 3D DECORATIVA LAVÁVEL - COR: CINZA - CÓD: AL6352-GY - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6352-W,7908713207378,PASTILHA ADESIVA 3D DECORATIVA LAVÁVEL - COR: BRANCO - CÓD: AL6352-W - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6354,7908713206852,SELIM BANCO VAZADO CONFORTAVEL MACIO DE BICICLETA CICLISMO - CÓD: AL6354 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6356,7908713206876,KIT 2 ESPELHO RETROVISOR BIKE GUIDÃO GIRATÓRIO 360 BICICLETA - CÓD: AL6356 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6357,7908713202717,BOMBA DE AR PNEU BICICLETA CARRO MOTO 2 BICOS - CÓD: AL6357 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6358,7908713208504,MASCARA FAIXA DE DORMIR SEM VELCRO - COR: PRETO - CÓD: AL6358 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6361,7908713208948,LUXÍMETRO DIGITAL - COR: BRANCO - COD: AL6361 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6363,7908713202731,ADAPTADOR PARA PARAFUSADEIRA REBITE - CÓD: AL6363 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6364,7908713202755,MASCARA DE SEGURANCA INDUSTRIAL TRANSPARENTE - CÓD: AL6364 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6366,7908713208931,MICRO RETÍFICA EDA PROFISSIONAL 8NJ - CÓD: AL6366 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6367,7908713202779,KIT DE FERRAMENTAS MULTIFUNÇÃO PARA CAMPING - COR: PRETO - CÓD: AL6367 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6368-BL,7908713207361,BOLSA SACO ESTANQUE A PROVA D'ÁGUA 20L - COR: AZUL - CÓD: AL6368-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6368-G,7908713207354,BOLSA SACO ESTANQUE A PROVA D'ÁGUA 20L - COR: VERDE - CÓD: AL6368-G - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6368-O,7908713207330,BOLSA SACO ESTANQUE A PROVA D'ÁGUA 20L - COR: LARANJA - CÓD: AL6368-O - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6370-A,7908713208429,MOCHILA MILITAR 80 LITROS CAMUFLADO - COR: VERDE ESCURO - CÓD: AL6370-A - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6370-B,7908713202793,MOCHILA MILITAR 80 LITROS LISO - COR: PRETO - CÓD: AL6370-B - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6370-C,7908713209495,MOCHILA MILITAR 80 LITROS CAMUFLADO - COR: CAQUI - CÓD: AL6370-C - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6370-D,7908713209501,MOCHILA MILITAR 80 LITROS CAMUFLADO - COR: CINZA - CÓD: AL6370-D - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6371,7908713207057,MINI BOMBA SUCÇÃO DE COMBUSTIVEL DIESEL - CÓD: AL6371 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6372,7908713208924,KIT 4 GRAMPOS SARGENTO UNIVERSAL APERTO RÁPIDO - CÓD.: AL6372 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6377,7908713202823,KIT 4 PECAS GRAMPO SARGENTO ANGULAR 75 MM 2 MORSAS - CÓD: AL6377 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6378,7908713210132,SUPORTE ARTICULADO IPAD TABLET CELULAR DE 4 A 7 POLEGADAS - COD.: AL6378 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6379,7908713208917,SUPORTE ARTICULADO TABLET CELULAR DE 5 A 10 POLEGADAS - COD: AL6379 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6390,7908713200263,KIT FORMA DE BOLO CONTENDO 3 PECAS COM FUNDO REMOVÍVEL - CÓD.: AL6390 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6390-S,7908713200263,EMBALAGEM AVULSA DE CAIXA DE CARTAO ONDULADO - CÓD: AL6390-S - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6404-L,7908713207309,LUVA DE SEGURANÇA AÇOUGUEIRO ANTICORTE - TAMANHO: L - CÓD: AL6404-L - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6404-M,7908713207286,LUVA DE SEGURANÇA AÇOUGUEIRO ANTICORTE - TAMANHO: M - CÓD: AL6404-M - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6405-1000,7908713200454,ROLO DE ETIQUETA TERMICA 10*15 CAIXA 1000PCS/CX - CÓD: AL6405-1000 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6408,7908713211740,KIT REMENDO DE REPARO PARA PNEUS - CÓDIGO: AL6408 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6410,7908713207101,MARCADOR DE TEMPERATURA AUTOMOTIVO - CÓD: AL6410 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6411,7908713207156,MARCADOR DE COMBUSTÍVEL UNIVERSAL DIGITAL - CÓD: AL6411 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6412,7908713209365,MACACO ELÉTRICO - COD.: AL6412 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6414,7908713208900,100 GANCHOS P/ PAINEL CANALETADO 10 CM - CÓD: AL6414 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6415,7908713203288,100 GANCHOS P/ PAINEL CANALETADO 15 CM - CÓD: AL6415 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6416,7908713207170,CORTADOR DE CARTÃO / CRACHÁ MANU - COD: AL6416 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6417,7908713207200,LACRADORA SACOLA PLÁSTICA - CÓD: AL6417 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6419-13,7908713207279,FITA TÉRMICA LARGURA 20MM X 10M - CÓD: AL6419-13 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6419-15,7908713208894,FITA TÉRMICA LARGURA 15MM X 10M - CÓD: AL6419-15 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6420,7908713208887,ESTICADOR TENSIONADOR - COD: AL6420 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6424,7908713208870,TRITURADOR PICADOR DE PAPEL MANUAL - COD: AL6424 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6424-PK,7908713208870,TRITURADOR PICADOR DE PAPEL MANUAL - COR: ROSA - COD: AL6424-PK - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6425,7908713207224,GUILHOTINA REFILADORA DE MESA CORTADOR DE PAPEL - COD: AL6425 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6426,7908713208863,CORTADOR DE PAPEL GUILHOTINA PORTÁTIL - CÓD.: AL6426 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6428,7908713206814,TALHA MANUAL - COR: VERDE - CÓD: AL6428 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6429,7908713208856,TALHA MANUAL COM CORRENTE - CÓD: AL6429 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL643,7908713205756,MICROSCÓPIO LUPA 60X PARA CELULAR - CÓD: AL643 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6430,7908713210170,CONTROLE REMOTO PARA PONTE ROLANTE - CÓD.: AL6430 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6431,7908713207255,PISTOLA DE PINTURA JATO DE AREIA - CÓD: 6431 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6432,7908713207293,PISTOLA PARA PINTURA - COR: VERMELHO - CÓD: AL6432 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6433,7908713208849,PISTOLA DE PINTURA TIPO AIRLESS - TAMANHO: 120X50X215 CM - COR: PRATA : CÓD: AL6433 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6434,7908713206579,TERMOMETRO PARA CHURRASQUEIRA - CÓD: AL6434 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6435,7908713207323,CONJUNTO DE BICOS DE AR SEM PINTURA - CÓD: AL6435 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6436,7898732444314,AL6436 - SACA-ROLHAS MANUAL - MATERIAL DE COMPOSICAO: AÇO INOX- TAMANHO CM: 10 - COR: MARROM - COMUMENTE UTILIZADO PARA,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6437,7908713208832,AERADOR DECANTADOR DE VINHO - CÓD: AL6437 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6440,7908713207347,RESERVATORIO DE HIDRATAÇÃO PARA MOCHILAS - COR: AZUL - CÓD: AL6440 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6441,7908713208825,REFIL PARA MOCHILA DE HIDRATAÇÃO - COD: AL6441 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6444,7908713206562,ESCALETA COM 32 TECLAS - CÓD: AL6444 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6445-2XL,7908713208818,SECADOR DE CACHORRO - TAM: 2XL - COR: AZUL - CÓD: AL6445-2XL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6445-L,7908713208801,SECADOR DE CACHORRO - TAM: L - COR: AZUL - CÓD: AL6445-L - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6445-M,7908713208795,SECADOR DE CACHORRO - TAM: M - COR: AZUL - CÓD: AL6445-M - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6445-S,7908713208788,SECADOR DE CACHORRO - TAM: S - COR: AZUL - CÓD: AL6445-S - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6445-XL,7908713208771,SECADOR DE CACHORRO - TAM: XL - COR: AZUL - CÓD: AL6445-XL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6447,7908713207446,COLCHÃO INFLÁVEL PARA CARRO - CÓD: AL6447 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6450,7908713212235,LUMINÁRIA LÂMPADA DE TOUCH - CÓD: AL6450 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6451,7908713206784,42 CALCADORES SAPATA - CÓD: AL6451 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6452,7908713206777,42 CALCADORES SAPATA - CÓD: AL6452 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6454,7908713206531,LUMINARIA COM 20LED - CÓD: AL6454 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6455,7908713208764,CORTADOR CIRCULAR MANUAL 45MM - COD: AL6455 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6456,7908713206937,COLETE PORTATIL SUSPENSO ATÉ 25KG - CÓD: AL6456 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6457,7908713206920,COLETE PORTATIL SUSPENSO ATÉ 35KG - CÓD: AL6457 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6457-BL,7908713208450,COLETE PORTATIL SUSPENSO ATÉ 35KG - COR: AZUL - CÓD: AL6457-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6457-BL-S,7908713208757,COLETE PORTATIL SUSPENSO ATÉ 35KG - COR: AZUL - CÓD: AL6457-BL-S - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6457-PK,7908713208467,COLETE PORTATIL SUSPENSO ATÉ 35KG - COR: ROSA - CÓD: AL6457-PK - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6457-R,7908713208443,COLETE PORTATIL SUSPENSO ATÉ 35KG - COR: VERMELHO - CÓD: AL6457-R - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6457-Y,7908713208474,COLETE PORTATIL SUSPENSO ATÉ 35KG - COR: AMARELO - CÓD: AL6457-Y - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6459,7908713209372,KIT 3 LÂMINAS CORTANTES P/ MAQUINA DE CORTAR CABELO - CÓD.: AL6459 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6460,7908713209723,KIT 4 TESOURAS PET - MATERIAL DE COMPOSICAO: AÇO INOXIDÁVEL - CÓD.: AL6460 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6464-PK,7908713210248,TRONINHO INFANTIL URSINHO - COR: ROSA - CÓD.: AL6464-PK - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6465,7908713209389,REDUTOR DE ASSENTO INFANTIL - COD.: AL6465 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6466-PK,7908713209396,REDE DE PROTEÇÃO REDUTOR PARA BANHEIRA - COR: ROSA - CÓD: AL6466-PK - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6467,7908713208740,ASSENTO REDUTOR SANITÁRIO INFANTIL - COR: AZUL E COLORIDO - CÓD: AL6467 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6468,7908713210149,KIT COM 100 ADESIVOS IMPERMEÁVEL PARA ORELHA - CÓD.: AL6468 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6470,7908713211962,AL6470 - KIT 20 PINCEIS DE MAQUIAGEM - MATERIAL DE COMPOSICAO: CABO DE PLASTICO E CERDAS DE MATERIAL SINTETICO - TAMANHO,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6471,7908713209402,KIT 12 PINCEIS DE MAQUIAGEM - COR: PRETO - CÓD: AL6471 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6473,7908713206845,MINI COMPRESSSOR DE AR PORTATIL - CÓD: AL6473 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6476,7908713207477,BANCO DE SUPINO ACADEMIA - CÓD: AL6476 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6477,7908713208733,FOGAREIRO A GAS PORTATIL ACENDIMENTO AUTOMATICO - COR: PRATA - CÓD: AL6477 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6479,7908713207507,BOLSA MODULAR - TAMANHO: 21CM X 14CM X 10CM - COR: PRETO - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6480,7908713206869,MICROVENTILADOR MULTIFUNCIONAL - CÓD: AL6480 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6481,7908713206333,XICARA TERMICA MIXER - CÓD: AL6481 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6482,7908713206326,CANECA TERMICA MIXER - CÓD: AL6482 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6484,7908713209259,FATIADOR CORTADOR DE QUEIJO - AL6484 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6486,7908713211696,TAPIOQUEIRA - CÓDIGO: AL6486 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6487,7908713208726,"UTENSÍLIO DE COZINHA BATEDOR DE OVOS E MASSAS - TAMANHO: 18X3,2 CM - CÓD.: AL6487 - MARCA: LORBEN",2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6488,7908713206753,CORTADOR FERRAMENTA DE CORTE - CÓD: AL6488 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6489,7908713207552,BROCA PARA FURADEIRA - CÓD: AL6489 = MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL649,7908713206616,POP FILTER ANTI PUFF PARA MICROFONE CONDENSADOR - CÓD: AL649 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6490,7908713209419,KIT SERRA MULTIFUNCIONAL - COR: VERMELHO - CÓD: AL6490 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6491,7908713207583,KIT SACA-ROLHAS PARA VINHO - CÓD: AL6491 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6493,7908713208719,"DECANTADOR E AERADOR DE VINHOS - TAMANHO: 34,5X25X9 CM - CÓD: AL6493 - MARCA: LORBEN",2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6495,7908713208702,KIT 5 FERRAMENTAS REMOVEDOR DE PARAFUSOS - CÓD: AL6495 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6496,7908713208696,JOGO DE TARRAXAS COM 8 PEÇAS - COR: PRATA - CÓD: AL6496 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6497,7908713209426,KIT TARRACHA COM 08 PEÇAS - MATERIAL COMPOSICAO: AÇO CARBONO - CÓD: AL6497 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6498,7908713206906,ALICATE DE PRESSÃO - CÓD: 6498 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6499,7908713209433,MOEDOR DE CAFÉ MANUAL - TAMANHO: 5X18X7CM - COR: PRATA - CÓD: AL6499 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6500,7908713207590,COZEDOR DE OVOS PORTÁTIL ELÉTRICO - CÓD: AL6500 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6501,7908713200645,REDUTOR DE ASSENTO INFANTIL COROA - CÓDIGO.: AL6501 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6501-PK,7908713200775,REDUTOR DE ASSENTO INFANTIL COROA - CÓDIGO.: AL6501-PK - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6503,7908713200669,TRONINHO INFANTIL - COD: AL6503 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6503-PK,7908713208689,TRONINHO INFANTIL - COR: ROSA - CÓD: AL6503-PK - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
